Video,PauseTime_sec,CrawlingTime_sec,CrossingTime_sec,PausePct,CrawlingPct,CrossingPct
m2-d4-beam-front-2,2.07407407407407,2.18518518518519,18.2962962962963,9.44350758853288,9.94940978077572,83.3052276559865
